idx,hash,firstTriplet,quintets,quintetInKeyWindow
37123,08d6ca8a7b5380576719edddafd32e8d,d,#,881
37147,12300cf924a9051305fb9047770a91d8,7,#,95
37161,60193850a4e3710fb6e5a68b9998fa68,9,#,#N/A
37164,51f954ea49b8110cac8e0c7aaa0db4ac,a,#,#N/A
37187,79a444b0af404765784121426a8c23c8,4,#,#N/A
37198,abdc06a52a3999f71bb759e7149a4565,9,#,#N/A
37200,56e6a40255e888054295756b98de21f7,8,#,829
37201,f444d60d44d073fce67de8531ba5e45e,4,#,#N/A
37202,4bed588e0b5111dd2b819af9acc9e581,1,#,#N/A
37215,28aaa28ec58cc72eea1bfb42785caa02,a,#,#N/A
37231,eceec42b81a358444bbf894f0c449011,4,#,#N/A
37253,aad72055027287d7caaa522a25d99f83,a,#,#N/A
37256,0bda67c24e6c0be3bbbf781694bc9fe8,b,#,#N/A
37269,25f6d560a34cca013df6ed2111f5d06d,1,#,#N/A
37287,e7406c77d4fc35b79bcddd3c13b6fc06,d,#,867
37303,bfedb2d4c4659c5e3990e859fff50863,f,#,477
37307,9956049d7d1a3e41258cbbbf7fdeb46c,b,#,#N/A
37334,93dfc2aaac8144152a6e8f632b7adb4d,a,#,#N/A
37341,d8887acf70612382145b3c3529aa3d02,8,#,817
37350,19d13eaa35dab84f629577743daac876,7,#,77
37369,fe0dad4fd14ba27c5200999295e17a93,9,#,#N/A
37378,60797e18beb4ef9a2a8e67c73999d386,9,#,#N/A
37386,657d444901db4028873b857e1ce364d1,4,#,#N/A
37428,55593477c1d5c7137a083a39eca4746a,5,#,286
37431,76ccddbcb04f95d8fbe1a806777ff564,7,#,72
37448,e9b6888f87e9875296f57566113d1e01,8,#,810
37453,e546a09dec50cfc4731369d9f16000fd,0,#,#N/A
37477,6d27ca400835999dd3671ee0997876a9,9,#,#N/A
37480,685e9ddb66642a559f4763a71296949f,6,#,#N/A
37497,b21e52514f1ee24ba88759584a0b999c,9,#,#N/A
37504,b2cd8e1672d9555a5510bae48384db18,5,#,279
37517,db3da7092300983406b8d3be95559698,5,#,278
37525,9556d5238f6a52d4ca67374441efa4f4,4,#,#N/A
37542,d50e05ef96e666f3a1707065cb4e8a1d,6,#,#N/A
37549,a2d0b735541287e34b80fffc212d0d83,f,#,458
37566,37ac555001908f709ec91ee8fcffeadb,5,#,274
37569,5f35999c3b2e5029ab140b0878a48e86,9,#,#N/A
37578,08b3feee151bb96b9d4d30c00483e42d,e,#,#N/A
37585,ca418cd9eee6861412b218b0c1222aa0,e,#,#N/A
37596,b45dfda16b5fe29d40eccced667caeb8,c,#,#N/A
37603,457aa472e4827fff7df003bdce306530,f,#,452
37615,73d158817e7caf5ccc7c0ec8898c26dd,c,#,#N/A
37620,c0eca166478e2a98b3330f51e8483bfd,3,#,342
37621,bcc35759cd5b3f23710001fa03c571ea,0,#,#N/A
37624,c7ab8ff07a66fa81130ce859fdafff96,f,#,448
37634,61e6b2a562f854fec351ca5c97770a9d,7,#,51
37664,47230555091cfd4c419dc06b8f3e36af,5,#,263
37666,798f9a16e36eee716ee48c99edb5c0cf,e,#,#N/A
37672,361cccf8619824cdb603c8d0b4e5dc42,c,#,#N/A
37681,44689ffdd850dfffa7dca9dd7c238e4b,f,#,443
37684,dbaaa3fe1e7b411a7327873e744af914,a,#,#N/A
37691,1eb6d75463f2000f99c161a818d567dc,0,#,#N/A
37695,9126dccc4a3f3382e005fbe4232afa4b,c,#,#N/A
37696,0b2000d87041d9380a46fceae0792849,0,#,#N/A
37713,2177de3da68eb6ce0a678d2e1e3b8880,8,#,781
37730,8ed1f5b9b30288803d7502e37b41a2fc,8,#,780
37737,e8bca30fb000d9f7f1bc4b185017eb2d,0,#,#N/A
37745,611104d5bed47cd07557f3bfff6aafc1,1,#,#N/A
37755,e8d0257bc1f59dddae9dbf3654f039b8,d,#,823
37761,be136e94a39ace0addfa9aaa0108c264,a,#,#N/A
37766,5eee2b54499c1463afdd052bc1749635,e,#,#N/A
37773,9c60f8612d3bbb8f02c2c63e4c94a1e6,b,#,#N/A
37838,13096b8a02c0ce3384c7aaad7cb7b2f5,a,#,#N/A
37839,d61b7f5c14bfe74ff1eb5e7af6515559,5,#,246
37842,2b16795fc3aa8ee1222c8f7613bd4bf4,2,#,#N/A
37850,dc21ef4ec5d89b8f56ba5dbbb7becb4c,b,#,#N/A
37858,2cb5109621da78477cb6000edea0e13a,0,#,#N/A
37867,c670878dc3579c804222bac4b1ad7860,2,#,#N/A
37876,d05364c7b38705ac9be1c38d2ddd3c6e,d,#,813
37878,a1e0acccb7f520ee0f9ea49d5c67de21,c,#,#N/A
37889,1d234a29f73ddf2d7641215b555bb324,5,#,239
37891,fb92ab1ddaef14d5aa5a5eee07306148,e,#,#N/A
37899,8813e17dccecc2df99967e23cdfaee9a,9,#,#N/A
37920,471870c3f63d278cccdc23c5c61cf419,c,#,#N/A
37925,8079f9bd7425f86b4f36923a8efbddd7,d,#,807
37935,adb57b8730accd0685ded809a0c01112,1,#,#N/A
37936,46dfffb2c23ba19533d2300763fa3cc6,f,#,416
37939,fa55ae9e8744851683ab541c2221b7dc,2,#,#N/A
37944,6c88bb345374000150681ee964ba447b,0,#,#N/A
37965,26e4f5dc79aaac3e632f7b9e5054326c,a,#,#N/A
37977,50f3241112941e97e7b9b565b804c2b6,1,#,#N/A
37983,2c506f9b87f9cdf7b66681428ddb30eb,6,#,#N/A
37985,d67f4dc27894aaa4603c4e9499089809,a,#,#N/A
37989,22259b5e22095498aeccc4a4b072b6ee,2,#,#N/A
37995,16bcd9cb36b94447cc35cb5c4db4fa09,4,#,#N/A
38011,883d4a8f17deddd834628dce532ed432,d,#,796
38042,d4ce852bd843d585551ac6c5ce8bc32d,5,#,223
38048,76e892c711005559558c8f7c04ff0735,5,#,222
38063,a5a0fb469a03a6fff1a769d12928cf38,f,#,404
38070,3443d5faef1bc234f9294de588826efd,8,#,746
38071,90007013280e236ae97ad6f7fb7537da,0,#,#N/A
38072,fff692eadd71b9aabd69a11a280f39fb,f,#,401
38087,34af3d103eb7815c0bc4b5f04300bccc,c,#,#N/A
38094,e617b3351e85f00fb65d66ddd74bd9b6,d,#,788
38109,52eda411171b319c50dba6c608ac965e,1,#,989
38122,521fc852a155b29de6a2562bbb21eff8,b,#,#N/A
38123,3614fa67f6c90fd677382e77777fbb54,,#7#,#N/A
38156,0f99d22b518dacbebc656a777c82b2bd,7,#,#N/A
38175,f84e91dbd8c985fd2db531027a32c111,1,#,985
38203,ad9f3c40c999541e7cfd91d4123070ee,9,#,#N/A
38212,83e74fbceb8a39360690ada9e05c1112,1,#,983
38219,5569685221e741ac28534185ae543aaa,a,#,#N/A
38221,df74b022f8444abf72912c38a28896e8,4,#,#N/A
38224,602c8e11149a955074817d90a3c2b305,1,#,980
38255,62c8ba6661dd8a95c19e8cd6f099f00a,6,#,#N/A
38260,037f9323dd9992bedcb559ab3776cd48,9,#,#N/A
38266,7cc0f5b6e2af9e6368abbb6218cfd8ab,b,#,#N/A
38270,f49417dbbb2839cff943c624a5fe2a58,b,#,#N/A
38285,88cbbd77dc6882c3d8222b53b6820fe7,2,#,#N/A
38290,a6b04f8909372f07d11200e5d1fd8222,2,#,#N/A
38302,9fba444b7b05db0b8c534adbc1c09e60,4,#,#N/A
38304,651b69e4f233f07d3334951489c5eb9f,3,#,273
38312,f5f635aaa8752f613863f1746a7c24fe,a,#,#N/A
38317,3d6f74dbc174c6eee223449628ea9ae7,e,#,#N/A
38336,d3e12b5c4fa278c8c56f7847f97e2226,2,#,#N/A
38350,86373eb82aa22d08ff33f13dff96fff1,f,#,377
38377,575111ebeda8a8abec033d41f4fc4364,1,#,967
38382,7582bcc1fb7a3fe1c91449c2444bd718,4,#,#N/A
38384,628024cc0eae7a4ddd22657b237ef80b,d,#,763
38399,fb2fcd67b69e2ddd0352d95134684ce8,d,#,762
38401,11d60986b53e8792b25fee7d886222b0,2,#,#N/A
38418,9c205a387ed5969666bf160b7f56538b,6,#,#N/A
38429,08eaeebd34e616179fc3fddda086bc24,d,#,759
38438,d9b18d69c7e0d7f32c3ddb0c6a254445,4,#,#N/A
38449,cd25888b87d7a250ab5bd9210fcc7674,8,#,711
38458,acccb3ec27844cb80a27c42f8d6a2708,c,#,#N/A
38476,275f1b6ff45c5a357accb87555a6b8a8,5,#,183
38485,6cc90308c44a6661a85cf9afd41aa34d,6,#,#N/A
38487,8091a5f1e8b21ebc9efe6e025bcccabb,c,#,#N/A
38505,c77710f83ad21c2b9971189ffdb4b02d,7,#,#N/A
38543,2b4793be8444168d50941d8834c68a31,4,#,#N/A
38564,41c9afe38bc98704c52f7c380008e3ef,0,#,#N/A
38581,4ca280be801f429ef62ab3916062e000,0,#,#N/A
38583,3aa4e6b9b2ff345dfac10d6a01f98887,8,#,702
38587,8e55d49d0b1fffca49e5c5587f9cbc2d,f,#,358
38614,04b24650aaa92f34fb7cb3996aaf7066,a,#,#N/A
38621,2c3fca11278c444fd54808bed53a3eba,4,#,#N/A
38629,c681db4781442698ccc30c30ec96e5da,c,#,#N/A
38636,e0997516dd90fe3635a6f4e76a77733f,7,#,#N/A
38704,2b0aaeb1ef8636243aeebdc5556da104,5,#,170
38705,84eaec6ce87c2b549cfd4004eeeb5b87,e,#,#N/A
38706,0c741765dddb624db86ae5ac5e6a2e47,d,#,740
38712,c5b2c3a9872540215dfeee958058797f,e,#,#N/A
38717,10cb1cabf715be2d10b534b555c6accb,5,#,166
38721,612a622463e11bddce44daaacfb7c245,a,#,#N/A
38722,75333556f8e6765bb5d9a0b009c456df,3,#,239
38725,27d3ee950d541ccc69f14c1c0c1fff76,c,#,#N/A
38730,2dddbd737f612177d6f0f1517338c1f4,d,#,734
38748,e8c37a8dcd60aa55f15e86abbb618753,b,#,#N/A
38752,dd165e62e5c42ad8a1b8b40850085444,4,#,#N/A
38764,c48ce8efafb510760d96afeec000731c,0,#,#N/A
38767,ad7e25926c1c55b0189d369014306999,9,#,#N/A
38769,3e4c8e7744cb45222b9a2414637f0104,2,#,#N/A
38779,1ffc5891462624f6fd1a02049992a8ea,9,#,#N/A
38782,5814e8625b2beeeb8f5b8ec89accb04c,e,#,#N/A
38793,98bb810b81aaa5a782f73acaa24c083b,a,#,#N/A
38800,48272cdeee97ed7ba7e6dd75111fef41,e,#,#N/A
38803,7eccc586945924287675ea0aea197636,c,#,#N/A
38820,38886ef4d5300d461fb640375192b258,8,#,677
38822,3af2aaa2e76ef78c5f92eac14ed46663,a,#,#N/A
38824,ace20c1f3555368063f351f0460aad0c,5,#,149
38828,051021d6f5f35df65830d381720001ef,0,#,#N/A
38834,06454c97b73d148f906b6675c490005c,0,#,#N/A
38836,50006a1fc3237824aac43fd0f5843373,0,#,#N/A
38843,d726f9aaaed4e76ac516642e4da086f1,a,#,#N/A
38872,36d2c88204f7776b6772b8bca01db2a6,7,#,#N/A
38876,bf0a707ed3d1b3fd85000d6450a2bb8e,0,#,#N/A
38888,e3a846fc295111c41bdb2051218afdff,1,#,916
38902,f7e043e0c1cb6909179e9efe2c111b45,1,#,915
38914,f6c16222b4ed9e808e9ac317bbf49c51,2,#,#N/A
38922,6d3e20cc30d009ea11a9565eee02c9a4,e,#,#N/A
38932,d7922fb6824c02bbd92daaa23ac551f6,a,#,#N/A
38933,02666d69135d6638aa836f1c129cb970,6,#,#N/A
38952,c19a1a37ed84bbbcb0526b86f0a36f33,b,#,#N/A
38957,3749d51387b54dfddd7f5459b20d4342,d,#,707
38964,45af8636593a798ab775f2812229d00c,2,#,#N/A
38966,419cb58a5d13335014152c3f64a24ceb,3,#,208
38971,24e42440aa81c8dd4e9994a8e7325cf4,9,#,#N/A
38976,2cda895fff5eb7f10d2ee1c9b4c68898,f,#,314
38978,eae0cc50cf2613c4446a46d50effe869,4,#,#N/A
38979,ba63da52a35f4d58edb879888c69d741,8,#,655
38980,00fb6c9eee0fe2107b481368f11cee13,e,#,#N/A
39001,fe5d1b39a9fffaa33a4aa5673c862e0c,f,#,310
39004,f853f13e7baf5244624e3a2d42cb5aaa,a,#,#N/A
39007,6a39dcf0ab04f7222ab6415f7208fe9a,2,#,#N/A
39013,a088f5f6c379738e5fd682bc80cf000a,0,#,#N/A
39039,08c3e74d3da58b3f4a69e533311dfd07,3,#,198
39055,c831acb0a6d1e333714727792238e9f5,3,#,197
39058,27e524a8af88c2572835444cf3769602,4,#,#N/A
39066,03e022c7a7790a4291d0bf7cbb333c7b,3,#,195
39076,ca3c70e12f26d0d3013eee7e3fafa77a,e,#,#N/A
39105,58d9ba224bbbea62b3f641b7387f4d83,b,#,#N/A
39118,31ebc5d2f6e756655aa3203265444df4,4,#,#N/A
39138,1037bb46a120028a7925fd92facd111c,1,#,890
39141,fd0734c9399444d22a6c81b7d60c4d75,4,#,#N/A
39151,bc33151117c3aa56359989640f75eb91,1,#,888
39162,57adc6ea75e837d728fd47d7103ccc13,c,#,#N/A
39164,b7982b876d6321a3a60511120fb599f9,1,#,886
39174,2ea30afd9e3180bc28074195c7722444,4,#,#N/A
39184,e62c2463aaddd11449242066468337e1,d,#,682
39192,6da2d1e39cc483e3ac1c170a9bea333b,3,#,184
39202,ad073efb40d403d93f16695548901116,1,#,882
39203,1232530e9bc2ee5821e2cbeea7b2444b,4,#,#N/A
39218,fae77979b1ceeec50a84e86b4feaa037,e,#,#N/A
39227,ecbdf4452d6354a2ed9a0a6222e09c61,2,#,#N/A
39247,be1fb2addd628df45d240583aff93a49,d,#,676
39253,eaf962a09583cd0a0c8c0111fa8ec017,1,#,877
39255,c133354e32f15a2bf162a4683f737b63,3,#,177
39264,be96a3915478f2ea025d444696acda4b,4,#,#N/A
39284,44c179fa9387122ba4811706ccc146a4,c,#,#N/A
39300,2b44574bbcaaa5ee51d9563990dd4dbc,a,#,#N/A
39303,49bd0d8f6d78e5e1222facdbc793a198,2,#,#N/A
39305,e52f9b77750362254aa3ff366aad6916,7,#,#N/A
39324,e7e490773356560fc555279bf9231f5f,5,#,96
39353,181622ef60c24c7d9444b6c3ca6241c6,4,#,#N/A
39360,bd06fff3af143d2af4e7d5e2d8a02ed4,f,#,277
39364,ed0200004c533b9f000760a5a1a11d10,0,#,#N/A
39368,463f9e6f85c133d450aee577333dc5cb,3,#,167
39375,facf21db121555232df60ef824902c99,5,#,91
39385,a7b18068c30257901222a5f4e83e9385,2,#,#N/A
39398,edee610499eba02810d4387bbb0ed48f,b,#,#N/A
39406,9c4789a04ead47aea5593882bc5ddd8d,d,#,660
39409,71028dd4117b5f9af6bbb63b39dfffcf,b,#,#N/A
39443,23b4eaf7a1e6671960d444014eeb6b56,4,#,#N/A
39453,9abbb10008033fb6b44ff3a9bfbfdddd,b,#,#N/A
39464,21477494dbd3ead930766644d2c9c95a,6,#,#N/A
39479,d0e5e531248e83332a2dbef814c0151d,3,#,158
39481,b2923c4e723063958643f555b1f5df8a,5,#,82
39484,bebaf40c4df8bc85aa06b22247b7ee3c,2,#,#N/A
39513,3eeec60aacf1cea8a5bed3abe7a04e1a,e,#,#N/A
39524,227de5277c74110112a3336ef1d12ea2,3,#,154
39558,6e5f7560ecc008156dadcaa67666803d,6,#,#N/A
39560,7e0dc5249ae4bb4a9bb5b4449e37e51c,4,#,#N/A
39565,790caf8e2432228572f0bfb99d85810b,2,#,#N/A
39574,b124fc64adc9891e0ec9bface3fff2d2,f,#,258
39593,9717dd8939bc628886caa3ada4f3f986,8,#,600
39611,47da8605d0b2bbb435d327ca39438a13,b,#,#N/A
39614,d6ca34b4e7f8e0bd7dcccb0712e81ecf,c,#,#N/A
39628,e4ebefe38146f66c333813a8c6ee3e8c,3,#,146
39630,345741b4c164eb177f2e555f02351833,5,#,70
39650,435c1808d68cc78589ddda0eba1c14e9,d,#,641
39655,8eee5300d4a493549132efcc55cb5368,e,#,#N/A
39676,4388b177a89db988837a2770f3f815dd,8,#,593
39681,067cd65e9b2480a2ede08fc5556adb4f,5,#,66
39690,079c8db8f0f1bbbe6b48acf0caa58431,b,#,#N/A
39693,f6de6870af77638de022252982e0a8cb,2,#,#N/A
39707,b42e88cdd42afb46b6af8fa7e70f555f,5,#,63
39714,207473b67b32d31a8a54cc5aaafd5181,a,#,#N/A
39716,9e4819fc78201777265dcb753baead6c,7,#,#N/A
39720,994b2ada7c3a718fff45113374eeac99,f,#,243
39721,c851a6bbe1d77749bed71f328b19b9c5,7,#,#N/A
39724,0ccc6388a9943c0ff2d91f476e950cd7,c,#,#N/A
39732,502a997333a19675128ab3909cf5df9d,3,#,132
39742,97913643ecaa88dacbd2c4175aedd888,8,#,582
39744,cd95552fafd7c5837860cbb16405b6c6,5,#,55
39746,0aff5ebc9f4ab000c6a10c873be9cd2e,0,#,#N/A
39749,2ceb182e7d8829a685559665ae944858,5,#,53
39757,61610411690d01d180666530545de90d,6,#,#N/A
39762,3335b5aa96e095091e9e3cf36d50a37e,3,#,126
39772,a080be6fff00a948d3a023069de6a0bc,f,#,233
39783,30348049e2f220801aae24755777a7c0,7,#,#N/A
39797,7237946e5bb899a94cd6d1000970fe77,0,#,#N/A
39822,842277ba500363fc2366682bae01d27d,6,#,#N/A
39832,1201116c099f7b48670ce0cb30429dcd,1,#,820
39849,56b68212614968ca92715ccc2e7dfac4,c,#,#N/A
39854,d1283352cc19cb2790d923bbba2070f7,b,#,#N/A
39858,0398bfff78e20bdbbf4838ca2efbc00a,f,#,226
39859,47b33b1cf04d74b7773180e1c5ead12a,7,#,#N/A
39865,3eac40ffc072844ef2365044425527bb,4,#,#N/A
39875,aaacc1ac2db3e4cd9fd6a9ace2b00f6a,a,#,#N/A
39876,1313bdebbb7c3eeb58f9dd8d7a106c81,b,#,#N/A
39882,433bc8e99986444c54d02f5c042f1ed1,9,#,#N/A
39891,646d8d2b004719990edd8254b0464ded,9,#,#N/A
39914,c15c6c708c3e5f8e4928dda393217fff,f,#,219
39920,5417c7e6edfb8d2d71222b48d0784cdb,2,#,#N/A
39923,be5a2c1876869b9771f7eee963a4dead,e,#,#N/A
39930,a81aba1e2b238111ff354f015b941a1e,1,#,807
39953,c332ab9f61c895e666ec410f0c0196a8,6,#,#N/A
39957,b685c28be152f0a6b5a38beda4973888,8,#,557
39982,d6cfdba94ccc6f289a12e7cc242f53d3,c,#,#N/A
39983,0333c927357538b19aabedb6a37d7806,3,#,104
39984,5d0f6d9a12914111a4733be277dffa84,1,#,802
40006,07e8c7d5b0dedae86d5186555262a453,5,#,27
40008,5bef7c15fa225fa97bbba5bf1149632b,b,#,#N/A
40013,95cd97b845512b4c810666d81fc80a31,6,#,#N/A
40027,f5b9777b780243726f05f0a62cf795b5,7,#,#N/A
40043,788fc69c55cee652932ed18f21119c05,1,#,797
40070,bbb26b0be3440079c00810b0603f7ae8,b,#,#N/A
40080,6a01d1007f15975e4e555dd97d2eaaea,5,#,21
40086,7dbbb9f65e19ea919252b1d5fc06477e,b,#,#N/A
40091,08233340ab56853dcbdfdfb662f98348,3,#,94
40100,444183fc2739d1a0bdb19b169a57a631,4,#,#N/A
40111,5999e911dabb4bf0704e1f962855c772,9,#,#N/A
40118,b1e9e6b270164b24ac2258c9938885d7,8,#,542
40119,3e65facae666d737972eb355b6b02720,6,#,#N/A
40128,fbdf0a09c7eeed249f7a8d6949c1aa07,e,#,#N/A
40138,e94de812a9d0ea949f87f6c218884f87,8,#,539
40143,af12e1a2a888257e088a1a8f2b20eb50,8,#,538
40156,89777607111cece0134255cc8741f81f,7,#,#N/A
40160,d8c4131114b554a2d5ed34866acfa238,1,#,784
40173,45500081b7e7fa5fd657ec0a3349315f,0,#,#N/A
40185,95c85415a2d61b5bd3550ba79477000a,0,#,#N/A
40200,85f1e53a1de700b399f6bed6ec89ccc6,c,#,#N/A
40207,14a5616baaa021084a7eb18e97267b91,a,#,#N/A
40212,f5669a237987000ca4b6ec3b6ad7d28a,0,#,#N/A
40215,0a9771995b00f30200023886b83eb71d,0,#,#N/A
40235,b200eb31eeea7959aeeae8ff3fae5625,e,#,#N/A
40241,c2827fa943fe627a446dc622a231fff8,f,#,185
40244,b9652528c5baaa0dec198dc6178845ed,a,#,#N/A
40262,ad8407355555ca83111d50423c5f3007,1,#5#,774
40275,a43b2ed5c219ef6a3a32150ef0d6665b,6,#,#N/A
40278,f9de22192d41f5ccb08e624949888cd3,8,#,524
40288,00ec49b739fcb424eee2b00a09035d97,e,#,#N/A
40298,5696d4acf68edf919650003564f94a59,0,#,#N/A
40299,f3eaccc09b668a777fa2aa502c96552d,c,#,#N/A
40318,704b37c19995eeb26ab8b7aba8ed2bfd,9,#,#N/A
40319,2c212fffd9a99a6bab077b88c8c99545,f,#,176
40323,0b96643f386433d8880e0c1937d56a15,8,#,518
40333,0b9a4d38c0439b6ddf89eb7ccceabdcf,c,#,#N/A
40352,9fe71c115a7ff0ebd4940d7404440a69,4,#,#N/A
40363,c1016e448b666964df52131141fe7a66,6,#,#N/A
40373,480f17f4c1cefbf74ce2ccc49a602f9c,c,#,#N/A
40374,6c90d610e2dd07998a35e5c4a81efaaa,a,#,#N/A
40405,fd576f8f5b330f98eddefbddd7ef22ea,d,#,558
40415,296b43222be22c5dc330ad0a3ec0387d,2,#,#N/A
40416,8666f85dccb329c51b9585e386398a17,6,#,#N/A
40427,f81cf1eaf987edbbb408b8d76e89016f,b,#,#N/A
40435,e1343f39ba7590b54fff59325dd46e91,f,#,165
40460,8f74626d2745993615a4d6f82111e073,1,#,755
40475,ddde99f5399491513f07bb577b2255b2,d,#,552
40480,d7db2b2f106b74caf3cb97cbbb55077f,b,#,#N/A
40488,d2bcc515a32e759a883f234fff25f728,f,#,161
40498,a15000fd4e63cba7750d1cb9f18be8f0,0,#,#N/A
40505,5f6664e0a1b8fd01a534dc6f39e20a42,6,#,#N/A
40534,097b9df000321dfea2faee515926a2c3,0,#,#N/A
40550,0d5290c8ae879e586accc2529081a894,c,#,#N/A
40556,da5ef7d51810874ef4263eac02888b5c,8,#,499
40558,c90828c74ab66733326fd4cf7d80c4b6,3,#,47
40575,24febb583fb8cff5fe2f05855512671b,5,#,633
40577,bae99588ad4adcf22204aa0beb2c4e21,2,#,#N/A
40589,ee421aa3f916adb2efc7cccd94e27b66,c,#,#N/A
40608,d06a324a776888a096d587dc1a82a01d,8,#,494
40617,97ee35000aa8aa5c37599e6b602a4394,0,#,#N/A
40630,28cd0d2999498e41f9825338110b28d5,9,#,#N/A
40637,e517d1cb01886c9ccc85b420a1d6068d,c,#,#N/A
40647,704384eccc0efb30fabe07e2f88d013a,c,#,#N/A
40656,fff2ef3c1cbbd52b6dee8905f188ea48,f,#,146
40670,7745539cf60f8f715569666b6c8a1552,6,#,#N/A
40674,85d5d663d267ff151acddd4208bc1efd,d,#,533
40681,c77cac6e1d3b62db4cb15a904448173a,4,#,#N/A
40688,02c3263f36db2d2223a88b17325fa4c1,2,#,#N/A
40689,16aa5ca685d5dbc1f0bd13cfb0cef777,7,#,#N/A
40691,91b61e1430b720b1a6bced6731165fff,f,#,140
40717,9991fbc1de5e8a1b619760ffc0e7261a,9,#,#N/A
40726,7bd4446c2448f9baa64de345c31711d2,4,#,#N/A
40730,eb2000d0eba6be572dcfdf72dd1417c7,0,#,#N/A
40736,57c57860f582225afc27f6b3e1089bbf,2,#,#N/A
40742,932b941110a17b53133b2c21dd2620c5,1,#,726
40758,d6dbeee8fc83a155081c05ba1745aa31,e,#,#N/A
40771,2968b464be978422c715a30ddafcccfa,c,#,#N/A
40776,6fc9dca26bedb3f3db764100ff53330a,3,#,24
40782,2953769da43e83e40e7ddb8c0b555dd2,5,#,610
40785,0de27d000950a0f3a1484453bdd561c8,0,#,#N/A
40791,0871c9b1c8d10e672b994a2cfb8fff0a,f,#,129
40804,9ddd8097e69ff9befd0d019a5b834e92,d,#,517
40809,51c52d610f79b8675e460ddd6e66754f,d,#,516
40815,993d86aaab10b4d3b869f655d73d36ea,a,#,#N/A
40821,77d9795103b8043c4eee0fb1f5f1130d,e,#,#N/A
40828,8e07bc18f2c250edf06a555bd63b29c7,5,#,603
40834,051f00c0ec4f73e00062d67236c99d08,0,#,#N/A
40858,64d32d20ed5869eee29c258445f82444,e,#,#N/A
40859,5bf0f61f85a86fff4d1d48a0dc83915b,f,#,121
40864,1d0ed3fca5c9991a9bb89f1fd38b127a,9,#,#N/A
40875,00809b555921e6709312bd3cc1fd018a,5,#,598
40876,0f999de391d24cb761b72fb4c01cb86b,9,#,#N/A
40880,4aaa589f6e7640d4eeb041261f1bcae1,a,#,#N/A
40903,5b064d7959d524f19eab053e7888e501,8,#,459
40904,f4d24bc2eee5d2840502bb8f9b122d44,e,#,#N/A
40918,09420a582ccdeeead00b9b14deb178f7,e,#,#N/A
40930,75adf548d2262b9188819be308d65272,8,#,456
40946,cb677c594e4b5c4429655888c24639cb,8,#,455
40970,d32e5423069c0146ff26662851fb41f6,6,#,#N/A
40973,3fba06805b3a785d9992f274967b5aa1,9,#,#N/A
40988,24448746992f60e32a94b9c3d01eac0a,4,#,#N/A
40993,9c677fb3333386afa87d5425de32f742,,#3#,#N/A
41001,5042bc111c29c95dc75830fed9962d88,1,#,698
41002,076cb7f444df63249f22eeeeb74f1ce9,4,#,#N/A
41023,861484e1028333c85ac26032a84f1f1d,3,#,#N/A
41090,ddfb7f8c92fc02151c73f2725ad84999,9,#,#N/A
41115,648bf970b148b4f84ddd3ba961ade604,d,#,492
41123,151534000d95f52b4c347bcdbbc279a6,0,#,#N/A
41127,defd444e5afd696458aa0b7009a9536b,4,#,#N/A
41161,e184f43b6507534000ce7899c689ff8f,0,#,#N/A
41165,b2ab559a43af713a24f3158bb5c1888a,8,#,442
41167,8ef8444847c4a54a8bb949a7c460f9de,4,#,#N/A
41179,10d1bb6c884442c12c1f52a9d023ab92,4,#,#N/A
41190,c6430ee16fe7b3a76d5b111d29771e3b,1,#,687
41199,bd170ff1eecf7aaa89f6fee37be0c002,a,#,#N/A
41215,06163eee98c052a46189549736dd4628,e,#,#N/A
41216,18f5e88bcceee13e3066cfe4079cb430,e,#,#N/A
41217,11c9eeda4b5f468730d2dc6664779d43,6,#,#N/A
41220,b11c9e2096b0ff02445feee163d1d298,e,#,#N/A
41222,efaa2cdad3de20f8aaa28eb7a025bf91,a,#,#N/A
41227,b03e7531e0a56ceee77e55b44062dcd3,e,#,#N/A
41244,4128c0555f7154ee6b3589afb047b433,5,#,567
41245,28e5a9670eb14906235aaab4244246f7,a,#,#N/A
41257,e5b2e3ee93ea7c51555cbbf705e60272,5,#,565
41261,4ee1299a2b4cf50e14ebccc6d9a98f42,c,#,#N/A
41264,d8aa9a2a42c555ce363b1c957cda70d2,5,#,563
41275,9ea3280172a333e9dde73518866d29e3,3,#,#N/A
41278,9a41b63e2555d8d1a41acde414896756,5,#,561
41290,75e83164404f44ea52333a9aa6756528,3,#,#N/A
41296,555cd37c93fd69a35e739376fade2f1a,5,#,559
41307,9aac8e0beba0166fd03e0c8dccc8e747,c,#,#N/A
41313,b720753f80a7e5b3aaa1a5d262a84c93,a,#,#N/A
41314,dc715fda378c188a1448884e33272973,8,#,420
41315,a01c3d5c1a905c96891841b3afcacbbb,b,#,#N/A
41325,1fac8407000440ba2b62bb49ea48bc3a,0,#,#N/A
41339,c8275a7378ff444523244ccf9474402d,4,#,#N/A
41348,4a5ea4a5878b6fdaff412225f7ec673a,2,#,#N/A
41367,6ebc47ec9f85c046e37daa40a8f68bbb,b,#,#N/A
41379,9ff1375fa96595f385347fa7f222524a,2,#,#N/A
41380,ccfffc24eef3c335548961f008370d41,f,#,70
41384,d44cb98b8ddc25ceae9c5922237b1430,2,#,#N/A
41385,ade947397333c5adf5b36e6648b0ff58,3,#,#N/A
41390,a3336eab3c5a10ad5311e04c19b7bfb8,3,#,#N/A
41392,5689fa871b9d48f019543e6498c555ac,5,#,545
